Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
ZNF606,19,58000849,58005849,-,-1.7871909,5000,58003349,19058003349
ZSCAN,19,58031566,58036566,+,-4.2201505,5000,58034066,19058034066
ZNF135,19,58056769,58061769,+,-3.9571161,5000,58059269,19058059269
ZSCAN18,19,58115926,58120926,-,-5.5420785,5000,58118426,19058118426
ZNF329,19,58148278,58153278,-,-1.4127955,5000,58150778,19058150778
ZNF274,19,58180529,58185529,+,-1.4976845,5000,58183029,19058183029
ZNF544,19,58226094,58231094,+,-1.5878822,5000,58228594,19058228594
CTD-3138B18.6,19,58264135,58269135,+,-2.3721535,5000,58266635,19058266635
CTD-3138B18.5,19,58276308,58281308,-,-1.4546157,5000,58278808,19058278808
ZNF8,19,58276451,58281451,+,-1.3721535,5000,58278951,19058278951
AC010642.,19,58276466,58281466,+,-1.3721535,5000,58278966,19058278966
ERVK3,19,58302819,58307819,+,-1.7871909,5000,58305319,19058305319
ZSCAN22,19,58324519,58329519,+,-0.8416388,5000,58327019,19058327019
CTD-2619J13.5,19,58348295,58353295,+,-2.3721535,5000,58350795,19058350795
A1BG,19,58350999,58355999,-,-2.7347236,5000,58353499,19058353499
CTD-2619J13.9,19,58355499,58360499,+,-3.7347236,5000,58357999,19058357999
CTD-2619J13.3,19,58360085,58365085,+,-0.5420785,5000,58362585,19058362585
CTD-2619J13.8,19,58360251,58365251,-,-0.5420785,5000,58362751,19058362751
ZNF497,19,58360348,58365348,-,-0.5420785,5000,58362848,19058362848
ZNF837,19,58378522,58383522,-,-0.45461562,5000,58381022,19058381022
RPS5,19,58383900,58388900,+,-1.7347237,5000,58386400,19058386400
RNF225,19,58393590,58398590,+,-0.5420785,5000,58396090,19058396090
CTD-2619J13.13,19,58397721,58402721,+,-1.4546157,5000,58400221,19058400221
CTD-2619J13.14,19,58404796,58409796,-,-0.70918846,5000,58407296,19058407296
ZNF584,19,58406125,58411125,+,-0.86965317,5000,58408625,19058408625
CTD-2619J13.16,19,58416060,58421060,+,-1.8982222,5000,58418560,19058418560
CTD-2619J13.17,19,58428648,58433648,-,-2.1497612,5000,58431148,19058431148
ZNF132,19,58437722,58442722,-,-1.5878822,5000,58440222,19058440222
CTD-2619J13.19,19,58437948,58442948,+,-1.7347237,5000,58440448,19058440448
ZNF324B,19,58449104,58454104,+,-0.47598928,5000,58451604,19058451604
ZNF324,19,58464556,58469556,+,-0.8982223,5000,58467056,19058467056
CTD-2619J13.23,19,58473263,58478263,-,-0.7607187,5000,58475763,19058475763
ZNF446,19,58473664,58478664,+,-0.86965317,5000,58476164,19058476164
CTD-2619J13.27,19,58498005,58503005,+,-1.5878822,5000,58500505,19058500505
SLC27A5,19,58509565,58514565,-,-2.294151,5000,58512065,19058512065
ZBTB45,19,58517722,58522722,-,0.057834353,5000,58520222,19058520222
TRIM28,19,58541969,58546969,+,0.6673749,5000,58544469,19058544469
CHMP2A,19,58552624,58557624,-,-1.1845264,5000,58555124,19058555124
UBE2M,19,58556460,58561460,-,-0.27529195,5000,58558960,19058558960
AC016629.3,19,58596855,58601855,-,-1.0502254,5000,58599355,19058599355
DEFB125,20,85210,90210,+,-2.5420785,5000,87710,20000087710
DEFB126,20,139869,144869,+,-3.2201505,5000,142369,20000142369
DEFB127,20,154970,159970,+,-2.9571161,5000,157470,20000157470
DEFB128,20,187181,192181,-,-3.2201505,5000,189681,20000189681
DEFB129,20,224758,229758,+,-3.7347236,5000,227258,20000227258
DEFB132,20,255236,260236,+,-3.3721535,5000,257736,20000257736
RP5-1103G7.,20,264686,269686,+,-4.2201505,5000,267186,20000267186
C20orf96,20,288249,293249,-,-1.3326252,5000,290749,20000290749
ZCCHC3,20,294468,299468,+,-0.56479853,5000,296968,20000296968
SOX12,20,322901,327901,+,-0.3132598,5000,325401,20000325401
TRIB3,20,378117,383117,+,-0.7607187,5000,380617,20000380617
RBCK,20,405578,410578,+,-0.8416388,5000,408078,20000408078
TBC1D2,20,439392,444392,-,-2.9571161,5000,441892,20000441892
CSNK2A,20,541321,546321,-,-1.294151,5000,543821,20000543821
TCF15,20,607898,612898,-,-0.6113411,5000,610398,20000610398
SRXN,20,650870,655870,-,-0.8416388,5000,653370,20000653370
RP5-850E9.3,20,673300,678300,-,-0.58788216,5000,675800,20000675800
SCRT2,20,673679,678679,-,-0.6351879,5000,676179,20000676179
FAM110A,20,831215,836215,+,-1.294151,5000,833715,20000833715
ANGPT4,20,913817,918817,-,-2.0826468,5000,916317,20000916317
RSPO4,20,999761,1004761,-,-0.787191,5000,1002261,20001002261
PSMF,20,1110806,1115806,+,-1.1845264,5000,1113306,20001113306
RP4-545L17.,20,1115950,1120950,-,-1.5878822,5000,1118450,20001118450
TMEM74B,20,1181973,1186973,-,-0.2201504,5000,1184473,20001184473
RP4-545L17.12,20,1183592,1188592,+,-0.20222849,5000,1186092,20001186092
C20orf202,20,1200954,1205954,+,-2.7347236,5000,1203454,20001203454
RAD21L,20,1223556,1228556,+,-1.294151,5000,1226056,20001226056
SNPH,20,1263855,1268855,+,-1.6351879,5000,1266355,20001266355
RP11-314N13.9,20,1318210,1323210,+,-3.0826468,5000,1320710,20001320710
SDCBP2,20,1323207,1328207,-,-0.86965317,5000,1325707,20001325707
RP11-314N13.3,20,1359122,1364122,+,-2.6351879,5000,1361622,20001361622
RP11-314N13.,20,1390586,1395586,-,-1.4976845,5000,1393086,20001393086
FKBP1A,20,1390662,1395662,-,-1.4976845,5000,1393162,20001393162
NSFL1C,20,1464329,1469329,-,-1.5420785,5000,1466829,20001466829
SIRPB2,20,1488896,1493896,-,-4.2201505,5000,1491396,20001491396
SIRPD,20,1549439,1554439,-,-2.2201502,5000,1551939,20001551939
SIRPG,20,1648877,1653877,-,-2.5420785,5000,1651377,20001651377
RP5-968J1.,20,1815106,1820106,-,-1.7871909,5000,1817606,20001817606
RP5-858L17.,20,1891874,1896874,-,0.042884007,5000,1894374,20001894374
SIRPA,20,1892796,1897796,+,0.027777117,5000,1895296,20001895296
RP4-684O24.5,20,1944746,1949746,+,-1.8416387,5000,1947246,20001947246
STK35,20,2099111,2104111,+,-0.43355402,5000,2101611,20002101611
RP11-128M1.,20,2204717,2209717,+,-0.92736864,5000,2207217,20002207217
TGM3,20,2293501,2298501,+,-2.8416388,5000,2296001,20002296001
RP4-734P14.4,20,2506407,2511407,-,-1.0502254,5000,2508907,20002508907
ZNF343,20,2506415,2511415,-,-1.0502254,5000,2508915,20002508915
TMC2,20,2534107,2539107,+,-2.1497612,5000,2536607,20002536607
NOP56,20,2653901,2658901,+,-1.6351879,5000,2656401,20002656401
IDH3B,20,2661689,2666689,-,-0.98748964,5000,2664189,20002664189
RP4-686C3.7,20,2661852,2666852,+,-0.98748964,5000,2664352,20002664352
CPXM,20,2798137,2803137,-,-0.8416388,5000,2800637,20002800637
TMEM239,20,2812468,2817468,+,-2.1497612,5000,2814968,20002814968
C20orf14,20,2812511,2817511,+,-2.294151,5000,2815011,20002815011
TMEM239,20,2813833,2818833,+,-2.5420785,5000,2816333,20002816333
PCED1A,20,2838690,2843690,-,-0.98748964,5000,2841190,20002841190
PTPRA,20,2870989,2875989,+,-0.6113411,5000,2873489,20002873489
GNRH2,20,3041122,3046122,+,-1.7871909,5000,3043622,20003043622
MRPS26,20,3043445,3048445,+,-1.0826468,5000,3045945,20003045945
OXT,20,3069120,3074120,+,-1.294151,5000,3071620,20003071620
AVP,20,3082224,3087224,-,0.92552704,5000,3084724,20003084724
FASTKD5,20,3157397,3162397,-,-1.1845264,5000,3159897,20003159897
LZTS3,20,3166061,3171061,-,-2.4546156,5000,3168561,20003168561
DDRGK,20,3202185,3207185,-,-1.7871909,5000,3204685,20003204685
ITPA,20,3219253,3224253,+,-2.0185165,5000,3221753,20003221753
SLC4A,20,3235666,3240666,-,0.92552704,5000,3238166,20003238166
RP4-794I6.4,20,3237205,3242205,+,0.9417373,5000,3239705,20003239705
C20orf194,20,3405125,3410125,-,-0.45461562,5000,3407625,20003407625
ATRN,20,3468608,3473608,+,-1.3326252,5000,3471108,20003471108
SIGLEC,20,3704628,3709628,-,-2.5420785,5000,3707128,20003707128
HSPA12B,20,3730167,3735167,+,-0.92736864,5000,3732667,20003732667
C20orf27,20,3765887,3770887,-,-1.294151,5000,3768387,20003768387
CENPB,20,3784190,3789190,-,-0.6351879,5000,3786690,20003786690
RP5-1009E24.8,20,3805857,3810857,+,-0.92736864,5000,3808357,20003808357
RP5-1009E24.9,20,3808884,3813884,+,-2.0185165,5000,3811384,20003811384
AP5S,20,3818056,3823056,+,-0.8982223,5000,3820556,20003820556
MAVS,20,3844343,3849343,+,-1.8416387,5000,3846843,20003846843
PANK2,20,3886339,3891339,+,-0.3923314,5000,3888839,20003888839
RP11-119B16.2,20,3886368,3891368,-,-0.3923314,5000,3888868,20003888868
RP4-681N20.5,20,3920900,3925900,-,-3.9571161,5000,3923400,20003923400
RNF24,20,4012889,4017889,-,-2.2201502,5000,4015389,20004015389
RP11-352D3.2,20,4072665,4077665,-,-2.6351879,5000,4075165,20004075165
LINC01433,20,4190565,4195565,+,-3.5420787,5000,4193065,20004193065
ADRA1D,20,4246574,4251574,-,0.07263135,5000,4249074,20004249074
RP11-307O10.,20,4429173,4434173,-,-3.3721535,5000,4431673,20004431673
RP5-1164C1.2,20,4473138,4478138,+,-2.7347236,5000,4475638,20004475638
PRNP,20,4684043,4689043,+,-0.814158,5000,4686543,20004686543
PRNT,20,4738168,4743168,-,-2.6351879,5000,4740668,20004740668
RP5-1068H6.6,20,4758800,4763800,+,-2.9571161,5000,4761300,20004761300
RASSF2,20,4821145,4826145,-,-1.5420785,5000,4823645,20004823645
SLC23A2,20,5007793,5012793,-,-1.8982222,5000,5010293,20005010293
RP5-1116H23.6,20,5043776,5048776,-,-3.0826468,5000,5046276,20005046276
RP5-1116H23.5,20,5047821,5052821,-,-2.6351879,5000,5050321,20005050321
RP5-1116H23.4,20,5058840,5063840,-,-2.3721535,5000,5061340,20005061340
RP5-1116H23.3,20,5065654,5070654,-,-3.0826468,5000,5068154,20005068154
TMEM23,20,5110550,5115550,-,-0.23829775,5000,5113050,20005113050
PCNA,20,5117526,5122526,-,-0.33262512,5000,5120026,20005120026
CDS2,20,5124379,5129379,+,-2.0826468,5000,5126879,20005126879
PROKR2,20,5311869,5316869,-,-0.050225396,5000,5314369,20005314369
RP5-828H9.4,20,5405064,5410064,+,-2.3721535,5000,5407564,20005407564
LINC00658,20,5430103,5435103,-,-2.9571161,5000,5432603,20005432603
RP5-828H9.,20,5468707,5473707,+,-2.6351879,5000,5471207,20005471207
RP5-1022P6.7,20,5496616,5501616,+,-4.5420785,5000,5499116,20005499116
LINC00654,20,5502113,5507113,-,-1.7871909,5000,5504613,20005504613
RP5-1022P6.4,20,5507502,5512502,-,-3.2201505,5000,5510002,20005510002
RP5-1022P6.5,20,5531128,5536128,+,-2.8416388,5000,5533628,20005533628
GPCPD,20,5608526,5613526,-,-1.4976845,5000,5611026,20005611026
C20orf196,20,5747897,5752897,+,-1.4976845,5000,5750397,20005750397
CHGB,20,5908930,5913930,+,-1.8982222,5000,5911430,20005911430
TRMT6,20,5948036,5953036,-,-1.5420785,5000,5950536,20005950536
RP5-967N21.,20,5997918,6002918,+,-2.9571161,5000,6000418,20006000418
CRLS,20,6003590,6008590,+,-1.7871909,5000,6006090,20006006090
LRRN4,20,6051549,6056549,-,-0.56479853,5000,6054049,20006054049
RP5-1056H1.2,20,6065397,6070397,-,-2.9571161,5000,6067897,20006067897
FERMT,20,6121044,6126044,-,-1.1845264,5000,6123544,20006123544
CASC2,20,6444223,6449223,+,-3.5420787,5000,6446723,20006446723
RP5-859D4.3,20,6733636,6738636,-,-3.2201505,5000,6736136,20006736136
BMP2,20,6765164,6770164,+,0.3159025,5000,6767664,20006767664
RP4-764O22.,20,7067114,7072114,+,-2.2201502,5000,7069614,20007069614
LINC01428,20,7251702,7256702,-,-2.3721535,5000,7254202,20007254202
RP11-19D2.,20,7255714,7260714,-,-3.0826468,5000,7258214,20007258214
RP11-19D2.2,20,7304932,7309932,-,-3.2201505,5000,7307432,20007307432
RP5-988G17.,20,7344967,7349967,+,-3.9571161,5000,7347467,20007347467
HAO,20,7937974,7942974,-,-2.5420785,5000,7940474,20007940474
TMX4,20,8017329,8022329,-,-1.4127955,5000,8019829,20008019829
RP5-971N18.3,20,8017402,8022402,+,-1.5420785,5000,8019902,20008019902
PLCB,20,8130155,8135155,+,-1.1497611,5000,8132655,20008132655
PLCB1-IT,20,8246225,8251225,+,-2.294151,5000,8248725,20008248725
LAMP5,20,9511861,9516861,+,0.32828623,5000,9514361,20009514361
RP5-986I17.2,20,9573108,9578108,+,-2.3721535,5000,9575608,20009575608
PAK7,20,9836541,9841541,-,-0.98748964,5000,9839041,20009839041
RP5-839B4.8,20,9983588,9988588,+,-2.5420785,5000,9986088,20009986088
ANKEF,20,10032549,10037549,+,-2.5420785,5000,10035049,20010035049
RP11-416N4.4,20,10171020,10176020,+,-2.0185165,5000,10173520,20010173520
RP11-416N4.,20,10177735,10182735,+,-2.8416388,5000,10180235,20010180235
SNAP25,20,10273019,10278019,+,-6.5420785,5000,10275519,20010275519
MKKS,20,10431722,10436722,-,-1.3326252,5000,10434222,20010434222
SLX4IP,20,10596175,10601175,+,-2.9571161,5000,10598675,20010598675
RP11-103J8.,20,10670428,10675428,+,-0.65943545,5000,10672928,20010672928
RP1-278O22.,20,10750590,10755590,+,-4.957116,5000,10753090,20010753090
RP1-278O22.2,20,10762786,10767786,-,-2.9571161,5000,10765286,20010765286
RP4-697P8.3,20,10906772,10911772,-,-3.2201505,5000,10909272,20010909272
RP11-103J8.2,20,10998804,11003804,+,-3.7347236,5000,11001304,20011001304
C20orf187,20,11025260,11030260,+,-2.9571161,5000,11027760,20011027760
RP4-734C18.,20,11266335,11271335,-,-2.2201502,5000,11268835,20011268835
RP11-268G13.,20,11684823,11689823,-,-1.8416387,5000,11687323,20011687323
LINC00687,20,11847111,11852111,-,-2.8416388,5000,11849611,20011849611
BTBD3,20,11888328,11893328,+,-1.0502254,5000,11890828,20011890828
RP4-742J24.2,20,11916177,11921177,-,-2.6351879,5000,11918677,20011918677
RP4-796I8.,20,12241796,12246796,-,-2.3721535,5000,12244296,20012244296
RP11-102J14.,20,12313985,12318985,-,-2.0185165,5000,12316485,20012316485
RP5-1069C8.3,20,12933283,12938283,-,-3.2201505,5000,12935783,20012935783
RP11-157E14.,20,12947838,12952838,+,-3.3721535,5000,12950338,20012950338
RP5-1069C8.2,20,12950019,12955019,-,-2.2201502,5000,12952519,20012952519
SPTLC3,20,13006487,13011487,+,-1.8982222,5000,13008987,20013008987
ISM,20,13219271,13224271,+,0.67709005,5000,13221771,20013221771
RP5-1077I2.3,20,13242869,13247869,-,-2.9571161,5000,13245369,20013245369
RP4-585I14.3,20,13366203,13371203,-,-2.294151,5000,13368703,20013368703
TASP,20,13636440,13641440,-,-1.7347237,5000,13638940,20013638940
ESF,20,13782386,13787386,-,-1.2566763,5000,13784886,20013784886
NDUFAF5,20,13799043,13804043,+,-3.3721535,5000,13801543,20013801543
SEL1L2,20,13992833,13997833,-,-0.8982223,5000,13995333,20013995333
MACROD2,20,13992995,13997995,+,-0.92736864,5000,13995495,20013995495
FLRT3,20,14335108,14340108,-,-2.4546156,5000,14337608,20014337608
MACROD2-IT,20,14551884,14556884,+,-3.0826468,5000,14554384,20014554384
RP5-974N19.,20,14932863,14937863,-,-2.4546156,5000,14935363,20014935363
RP11-388K2.,20,15550385,15555385,-,-3.7347236,5000,15552885,20015552885
RP4-777L9.2,20,16573568,16578568,+,-1.4976845,5000,16576068,20016576068
RP4-777L9.3,20,16577758,16582758,+,-4.2201505,5000,16580258,20016580258
RP4-705D16.4,20,16727380,16732380,-,-1.8982222,5000,16729880,20016729880
SNRPB2,20,16727484,16732484,+,-1.8982222,5000,16729984,20016729984
RP4-705D16.3,20,16728448,16733448,-,-1.8982222,5000,16730948,20016730948
OTOR,20,16745858,16750858,+,-3.0826468,5000,16748358,20016748358
RP5-1195D24.,20,16861648,16866648,-,-2.6351879,5000,16864148,20016864148
PCSK2,20,17224491,17229491,+,-0.68409747,5000,17226991,20017226991
BFSP,20,17528869,17533869,-,-1.0185165,5000,17531369,20017531369
RP11-462D18.4,20,17563351,17568351,-,-2.4546156,5000,17565851,20017565851
DSTN,20,17567363,17572363,+,-1.294151,5000,17569863,20017569863
RRBP,20,17679795,17684795,-,-0.3132598,5000,17682295,20017682295
BANF2,20,17697448,17702448,+,-3.0826468,5000,17699948,20017699948
RP5-905G11.3,20,17885660,17890660,-,-2.5420785,5000,17888160,20017888160
MGME,20,17966413,17971413,+,0.042884007,5000,17968913,20017968913
SNX5,20,17966480,17971480,-,0.042884007,5000,17968980,20017968980
OVOL2,20,18055377,18060377,-,1.7010956,5000,18057877,20018057877
RP4-726N1.2,20,18056993,18061993,+,0.98930293,5000,18059493,20018059493
PET117,20,18135373,18140373,+,-1.0826468,5000,18137873,20018137873
CSRP2BP,20,18139820,18144820,+,-2.3721535,5000,18142320,20018142320
ZNF133,20,18285977,18290977,+,-1.4976845,5000,18288477,20018288477
RP4-568F9.3,20,18312611,18317611,-,-2.294151,5000,18315111,20018315111
RP4-568F9.6,20,18356800,18361800,-,-3.3721535,5000,18359300,20018359300
LINC0085,20,18376549,18381549,+,-2.0185165,5000,18379049,20018379049
DZANK,20,18464530,18469530,-,-2.0826468,5000,18467030,20018467030
POLR3F,20,18464627,18469627,+,-2.0826468,5000,18467127,20018467127
RBBP9,20,18494743,18499743,-,-1.4127955,5000,18497243,20018497243
SEC23B,20,18504993,18509993,+,-1.3326252,5000,18507493,20018507493
LINC00493,20,18564847,18569847,+,-1.957116,5000,18567347,20018567347
DTD,20,18585393,18590393,+,-1.1158137,5000,18587893,20018587893
RP11-379J5.5,20,18696209,18701209,-,-2.294151,5000,18698709,20018698709
LINC00652,20,18791789,18796789,-,-3.3721535,5000,18794289,20018794289
RP5-1068E13.7,20,18792029,18797029,+,-3.3721535,5000,18794529,20018794529
SCP2D,20,18811226,18816226,+,-3.7347236,5000,18813726,20018813726
C20orf78,20,18827653,18832653,-,-3.0826468,5000,18830153,20018830153
RP11-97N19.3,20,19054296,19059296,-,-3.7347236,5000,19056796,20019056796
SLC24A3,20,19210146,19215146,+,-0.7607187,5000,19212646,20019212646
RP11-97N19.2,20,19210977,19215977,-,-0.65943545,5000,19213477,20019213477
RP5-1027G4.3,20,19282096,19287096,-,-4.957116,5000,19284596,20019284596
RP4-718D20.3,20,19694270,19699270,-,-4.5420785,5000,19696770,20019696770
RP1-122P22.2,20,19755208,19760208,+,-0.65943545,5000,19757708,20019757708
RP1-122P22.4,20,19755537,19760537,-,-0.70918846,5000,19758037,20019758037
RP5-999L4.2,20,19869391,19874391,+,-4.957116,5000,19871891,20019871891
RIN2,20,19932625,19937625,+,-2.4546156,5000,19935125,20019935125
NAA2,20,20014616,20019616,+,-0.6351879,5000,20017116,20020017116
RP5-1002M8.4,20,20093184,20098184,-,-3.9571161,5000,20095684,20020095684
RP5-1178H5.2,20,20212762,20217762,-,-4.2201505,5000,20215262,20020215262
CFAP6,20,20217629,20222629,+,-4.2201505,5000,20220129,20020220129
RP5-1096J16.,20,20265309,20270309,-,-3.3721535,5000,20267809,20020267809
RP11-470C13.4,20,20361191,20366191,+,1.6025797,5000,20363691,20020363691
INSM,20,20365621,20370621,+,2.161825,5000,20368121,20020368121
RP5-1177M21.,20,20967948,20972948,+,-3.3721535,5000,20970448,20020970448
RP5-872K7.7,20,21160390,21165390,-,-2.7347236,5000,21162890,20021162890
KIZ,20,21215964,21220964,+,-4.2201505,5000,21218464,20021218464
XRN2,20,21300804,21305804,+,-0.7607187,5000,21303304,20021303304
RP1-198K11.5,20,21301204,21306204,-,-0.8416388,5000,21303704,20021303704
NKX2-4,20,21395528,21400528,-,2.382734,5000,21398028,20021398028
RP11-227D2.3,20,21396393,21401393,+,1.9931968,5000,21398893,20021398893
RP5-984P4.6,20,21500434,21505434,-,-1.4127955,5000,21502934,20021502934
NKX2-2,20,21511526,21516526,-,2.5949125,5000,21514026,20021514026
RP5-984P4.4,20,21527702,21532702,+,-3.2201505,5000,21530202,20021530202
RP1-167O22.,20,21610144,21615144,+,-3.2201505,5000,21612644,20021612644
RP5-1065O2.4,20,21701085,21706085,-,2.4062886,5000,21703585,20021703585
PAX,20,21703159,21708159,+,2.6403158,5000,21705659,20021705659
RP5-1185K9.,20,21945147,21950147,+,-4.5420785,5000,21947647,20021947647
LINC01432,20,22051590,22056590,+,-4.5420785,5000,22054090,20022054090
RP5-1097P24.,20,22218054,22223054,+,-3.0826468,5000,22220554,20022220554
LINC01427,20,22280172,22285172,-,-3.5420787,5000,22282672,20022282672
RP5-1004I9.,20,22418143,22423143,-,-4.957116,5000,22420643,20022420643
FOXA2,20,22582955,22587955,-,1.6867402,5000,22585455,20022585455
LINC01384,20,22605017,22610017,-,-2.8416388,5000,22607517,20022607517
RP11-359G22.2,20,22682378,22687378,-,-2.0826468,5000,22684878,20022684878
RP4-753D10.5,20,23028285,23033285,-,-3.2201505,5000,23030785,20023030785
RP4-753D10.3,20,23029042,23034042,+,-3.0826468,5000,23031542,20023031542
SSTR4,20,23032886,23037886,+,-1.7347237,5000,23035386,20023035386
THBD,20,23047241,23052241,-,0.3648121,5000,23049741,20023049741
RP4-737E23.6,20,23070222,23075222,-,-2.9571161,5000,23072722,20023072722
LINC00656,20,23130121,23135121,-,-3.9571161,5000,23132621,20023132621
RP4-737E23.5,20,23145586,23150586,+,-4.2201505,5000,23148086,20023148086
RP4-737E23.7,20,23177676,23182676,+,-3.0826468,5000,23180176,20023180176
RP4-737E23.2,20,23185475,23190475,+,-3.2201505,5000,23187975,20023187975
RP5-851M4.,20,23322852,23327852,-,-5.5420785,5000,23325352,20023325352
NXT,20,23348236,23353236,+,-1.5878822,5000,23350736,20023350736
RP3-322G13.7,20,23348986,23353986,-,-1.7871909,5000,23351486,20023351486
LINC0143,20,23355505,23360505,-,-1.8416387,5000,23358005,20023358005
GZF,20,23366371,23371371,+,-2.8416388,5000,23368871,20023368871
NAPB,20,23418988,23423988,-,-1.2201505,5000,23421488,20023421488
CSTL,20,23437748,23442748,+,-4.957116,5000,23440248,20023440248
CST,20,23450345,23455345,-,-4.5420785,5000,23452845,20023452845
RP3-333B15.5,20,23456029,23461029,+,-4.5420785,5000,23458529,20023458529
RP3-333B15.6,20,23487473,23492473,-,-2.8416388,5000,23489973,20023489973
CST8,20,23488629,23493629,+,-2.5420785,5000,23491129,20023491129
RP3-333B15.4,20,23516531,23521531,-,-3.3721535,5000,23519031,20023519031
CST9L,20,23566249,23571249,-,-6.5420785,5000,23568749,20023568749
CST9,20,23603376,23608376,-,-3.9571161,5000,23605876,20023605876
RP11-218C14.8,20,23629816,23634816,-,-3.5420787,5000,23632316,20023632316
CST3,20,23635526,23640526,-,-2.0826468,5000,23638026,20023638026
RP11-218C14.5,20,23653890,23658890,-,-3.2201505,5000,23656390,20023656390
CST4,20,23686540,23691540,-,-4.5420785,5000,23689040,20023689040
CST,20,23748437,23753437,-,-3.9571161,5000,23750937,20023750937
XXyac-YX60D10.,20,23795641,23800641,+,-2.9571161,5000,23798141,20023798141
CST2,20,23824231,23829231,-,-6.5420785,5000,23826731,20023826731
CST5,20,23877250,23882250,-,-3.5420787,5000,23879750,20023879750
GGTLC,20,23984375,23989375,-,-3.2201505,5000,23986875,20023986875
RP5-1100I6.,20,24141886,24146886,-,-6.5420785,5000,24144386,20024144386
FLJ3358,20,24197267,24202267,+,-3.3721535,5000,24199767,20024199767
RP4-564O4.,20,24315586,24320586,-,-2.9571161,5000,24318086,20024318086
SYNDIG,20,24466699,24471699,+,-0.92736864,5000,24469199,20024469199
RP11-526K17.2,20,24499845,24504845,-,-3.5420787,5000,24502345,20024502345
RP5-860P4.2,20,24677047,24682047,+,-4.957116,5000,24679547,20024679547
RP4-568C11.4,20,24929340,24934340,+,-3.9571161,5000,24931840,20024931840
CST7,20,24946730,24951730,+,-2.6351879,5000,24949230,20024949230
APMAP,20,24990479,24995479,-,-2.2201502,5000,24992979,20024992979
ACSS,20,25055682,25060682,-,0.8673125,5000,25058182,20025058182
RP5-1025A1.3,20,25061091,25066091,-,-2.294151,5000,25063591,20025063591
VSX,20,25079865,25084865,-,1.0945461,5000,25082365,20025082365
RP4-738P15.,20,25146758,25151758,-,-3.7347236,5000,25149258,20025149258
ENTPD6,20,25219292,25224292,+,-3.2201505,5000,25221792,20025221792
RP4-738P15.6,20,25224235,25229235,-,-3.2201505,5000,25226735,20025226735
RP5-965G21.3,20,25226650,25231650,+,-2.5420785,5000,25229150,20025229150
RP5-965G21.4,20,25242729,25247729,-,-2.2201502,5000,25245229,20025245229
PYGB,20,25245569,25250569,+,-1.4127955,5000,25248069,20025248069
RP5-965G21.5,20,25248804,25253804,-,-2.9571161,5000,25251304,20025251304
RP5-965G21.6,20,25283088,25288088,-,-3.5420787,5000,25285588,20025285588
ABHD12,20,25388476,25393476,-,-1.7871909,5000,25390976,20025390976
GINS,20,25405227,25410227,+,-2.294151,5000,25407727,20025407727
NANP,20,25621675,25626675,-,-1.294151,5000,25624175,20025624175
RP4-694B14.8,20,25678281,25683281,+,-2.8416388,5000,25680781,20025680781
ZNF337,20,25684457,25689457,-,-3.2201505,5000,25686957,20025686957
RP13-401N8.,20,25748718,25753718,+,-2.2201502,5000,25751218,20025751218
FAM182B,20,25772772,25777772,-,-3.5420787,5000,25775272,20025775272
RP4-760C5.5,20,25953312,25958312,+,-2.7347236,5000,25955812,20025955812
RP4-760C5.3,20,26008031,26013031,-,-1.8416387,5000,26010531,20026010531
FAM182A,20,26052155,26057155,+,-2.294151,5000,26054655,20026054655
RP13-329D4.3,20,26131698,26136698,-,-2.5420785,5000,26134198,20026134198
RP3-410C9.2,20,26185938,26190938,+,-4.2201505,5000,26188438,20026188438
MIR663AHG,20,26206391,26211391,-,0.14442204,5000,26208891,20026208891
RP4-610C12.4,20,30284037,30289037,-,-3.7347236,5000,30286537,20030286537
RP4-610C12.3,20,30285811,30290811,-,-2.1497612,5000,30288311,20030288311
DEFB115,20,31255164,31260164,+,-4.957116,5000,31257664,20031257664
DEFB116,20,31306085,31311085,-,-6.5420785,5000,31308585,20031308585
DEFB118,20,31366118,31371118,+,-4.957116,5000,31368618,20031368618
DEFB119,20,31388090,31393090,-,-2.1497612,5000,31390590,20031390590
DEFB12,20,31410338,31415338,-,-3.9571161,5000,31412838,20031412838
DEFB123,20,31438019,31443019,+,-3.5420787,5000,31440519,20031440519
DEFB124,20,31470513,31475513,-,-2.5420785,5000,31473013,20031473013
REM,20,31472793,31477793,+,-5.5420785,5000,31475293,20031475293
LINC00028,20,31483278,31488278,+,-3.5420787,5000,31485778,20031485778
RP3-324O17.7,20,31532763,31537763,+,-5.5420785,5000,31535263,20031535263
HM13,20,31546527,31551527,+,-1.957116,5000,31549027,20031549027
RP3-324O17.8,20,31578390,31583390,+,-1.0502254,5000,31580890,20031580890
ID,20,31602783,31607783,+,-0.4976844,5000,31605283,20031605283
COX4I2,20,31635388,31640388,+,-1.3326252,5000,31637888,20031637888
RP11-243J16.7,20,31683716,31688716,+,-2.2201502,5000,31686216,20031686216
BCL2L,20,31720097,31725097,-,-0.47598928,5000,31722597,20031722597
MYLK2,20,31816873,31821873,+,-4.2201505,5000,31819373,20031819373
FOXS,20,31843119,31848119,-,-2.2201502,5000,31845619,20031845619
DUSP15,20,31867780,31872780,-,-1.0185165,5000,31870280,20031870280
TTLL9,20,31868202,31873202,+,-1.0826468,5000,31870702,20031870702
PDRG,20,31949592,31954592,-,-1.8982222,5000,31952092,20031952092
